x,y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
4.755e-05,0.0
4.755e-05,0.0
4.755e-05,0.0
4.755e-05,0.0
0.00037813899749999995,0.0
0.00037813899749999995,0.0
0.00037813899749999995,0.0
0.00037813899749999995,0.0
0.00037813899749999995,0.0
0.00037813899749999995,0.0
0.001168508487996525,-1.1522412848942594e-08
0.001168508487996525,-1.1522412848942594e-08
0.001168508487996525,-1.1522412848942594e-08
0.001168508487996525,-1.1522412848942594e-08
0.002396795898159923,-1.6268175906999107e-07
0.002396795898159923,-1.6268175906999107e-07
0.002396795898159923,-1.6268175906999107e-07
0.002396795898159923,-1.6268175906999107e-07
0.002396795898159923,-1.6268175906999107e-07
0.002396795898159923,-1.6268175906999107e-07
0.004042178101114648,-8.407955503009072e-07
0.004042178101114648,-8.407955503009072e-07
0.004042178101114648,-8.407955503009072e-07
0.004042178101114648,-8.407955503009072e-07
0.006084821540929045,-2.801135807003922e-06
0.006084821540929045,-2.801135807003922e-06
0.006084821540929045,-2.801135807003922e-06
0.006084821540929045,-2.801135807003922e-06
0.006084821540929045,-2.801135807003922e-06
0.006084821540929045,-2.801135807003922e-06
0.008505834010584886,-7.253598879468016e-06
0.008505834010584886,-7.253598879468016e-06
0.008505834010584886,-7.253598879468016e-06
0.008505834010584886,-7.253598879468016e-06
0.011287217549505152,-1.593033510016971e-05
0.011287217549505152,-1.593033510016971e-05
