x,y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8.557889900207518e-05,0.0
8.557889900207518e-05,0.0
8.557889900207518e-05,0.0
8.557889900207518e-05,0.0
8.557889900207518e-05,0.0
8.557889900207518e-05,0.0
0.0006805619153690528,0.0
0.0006805619153690528,0.0
0.0006805619153690528,0.0
0.0006805619153690528,0.0
0.0021030424783237797,3.732293418572236e-08
0.0021030424783237797,3.732293418572236e-08
0.0021030424783237797,3.732293418572236e-08
0.0021030424783237797,3.732293418572236e-08
0.0021030424783237797,3.732293418572236e-08
0.0021030424783237797,3.732293418572236e-08
0.004313673057371114,3.5516926301537894e-07
0.004313673057371114,3.5516926301537894e-07
0.004313673057371114,3.5516926301537894e-07
0.004313673057371114,3.5516926301537894e-07
0.0072749770845287,1.0279079922851436e-06
0.0072749770845287,1.0279079922851436e-06
0.0072749770845287,1.0279079922851436e-06
0.0072749770845287,1.0279079922851436e-06
0.0072749770845287,1.0279079922851436e-06
0.0072749770845287,1.0279079922851436e-06
0.010951259806738826,2.65202105476195e-06
0.010951259806738826,2.65202105476195e-06
0.010951259806738826,2.65202105476195e-06
0.010951259806738826,2.65202105476195e-06
0.015308523898386654,5.1418269618469435e-06
0.015308523898386654,5.1418269618469435e-06
0.015308523898386654,5.1418269618469435e-06
0.015308523898386654,5.1418269618469435e-06
0.015308523898386654,5.1418269618469435e-06
0.015308523898386654,5.1418269618469435e-06
0.0203143498967214,2.1345492173324346e-05
0.0203143498967214,2.1345492173324346e-05
0.0203143498967214,2.1345492173324346e-05
0.0203143498967214,2.1345492173324346e-05
0.025937874946598112,5.369690794217189e-05
0.025937874946598112,5.369690794217189e-05
0.025937874946598112,5.369690794217189e-05
0.025937874946598112,5.369690794217189e-05
0.025937874946598112,5.369690794217189e-05
0.025937874946598112,5.369690794217189e-05
0.03214963856438022,0.00010818442201952397
0.03214963856438022,0.00010818442201952397
